cordic_freq = 2.475G
data_rate =  2M
samples_per_symbol =  2
usrp_decim =  16
fs =  4M
Using RX d'board A: Flex 2400 Rx MIMO B
802_15_4_pkt: waiting for packet
d_shift_reg est 1900b70a 
d_shift_reg est 2a854ce2 
d_shift_reg est 46fe262a 
d_shift_reg est 195d4310 
d_shift_reg est 12d4626e 
d_shift_reg est 178cd574 
d_shift_reg est 135172b4 
d_shift_reg est 6995c8d6 
d_shift_reg est 6d01183e 
d_shift_reg est 396a4da8 
d_shift_reg est 19ede62a 
d_shift_reg est 8440c5c 
d_shift_reg est 4645b6da 
d_shift_reg est 68cbbbac 
d_shift_reg est 16df86a0 
d_shift_reg est 37f2b736 
d_shift_reg est 7c8bf84e 
d_shift_reg est 371386c0 
d_shift_reg est 45c5f9fa 
d_shift_reg est 66937862 
d_shift_reg est 57f8d904 
d_shift_reg est 28b6f33a 
d_shift_reg est 55565f34 
d_shift_reg est 21bdbe80 
d_shift_reg est 338caa9c 
d_shift_reg est 7c02a18e 
d_shift_reg est 302b1552 
d_shift_reg est 9a49434 
d_shift_reg est 4a612a80 
d_shift_reg est 793b30a 
d_shift_reg est 339d7876 
d_shift_reg est 7cfef3c4 
d_shift_reg est 4d231c8c 
d_shift_reg est 2eabbbea 
d_shift_reg est 5d55dd54 
d_shift_reg est 7a87ab80 
d_shift_reg est 6741e0a6 
d_shift_reg est 3b76699e 
d_shift_reg est 74338a94 
d_shift_reg est 22605600 
d_shift_reg est 399202b0 
d_shift_reg est 1c99edfa 
d_shift_reg est 7fcafa2c 
d_shift_reg est 4b5b1534 
d_shift_reg est 2dbd3bd2 
d_shift_reg est 5a62b9d4 
d_shift_reg est 18795172 
d_shift_reg est 3106d0d6 
d_shift_reg est 77dadcc8 
d_shift_reg est 20028288 
d_shift_reg est 68ccab18 
d_shift_reg est 487fcdaa 
d_shift_reg est 4d77a5d4 
d_shift_reg est 5fb1ceae 
d_shift_reg est 34c3b646 
d_shift_reg est 7294c972 
d_shift_reg est f3068d4 
d_shift_reg est 4a42e748 
d_shift_reg est 7e4a4420 
d_shift_reg est 4a2551fa 
d_shift_reg est 76f60608 
d_shift_reg est 442d7a10 
d_shift_reg est 19bb764c 
d_shift_reg est 7199bf0c 
d_shift_reg est 74a5a69a 
d_shift_reg est 658b9884 
d_shift_reg est 1e21976 
d_shift_reg est 6582a40 
d_shift_reg est 157a4954 
d_shift_reg est 1970e0a8 
d_shift_reg est 5fcc5be8 
d_shift_reg est 69cd25bc 
d_shift_reg est 6fd205f0 
d_shift_reg est 6b76edc2 
d_shift_reg est 135fd47a 
d_shift_reg est 6958b36e 
d_shift_reg est 2a7ccc92 
d_shift_reg est 33189472 
d_shift_reg est 69cbc7c 
d_shift_reg est 14d1c8f0 
d_shift_reg est 57188dc4 
d_shift_reg est 4a7eb6b6 
d_shift_reg est 188d5880 
d_shift_reg est 187758d2 
d_shift_reg est 4c12cae2 
d_shift_reg est 7db54af4 
d_shift_reg est 75b7acb2 
d_shift_reg est 7339fa76 
d_shift_reg est 6653fdae 
d_shift_reg est 3dc54974 
d_shift_reg est 5732a0a8 
d_shift_reg est 655af666 
d_shift_reg est 5cc5cd02 
d_shift_reg est 66542a2c 
d_shift_reg est 7099d412 
d_shift_reg est 285f6dbe 
d_shift_reg est 10014a16 
d_shift_reg est 6420086c 
d_shift_reg est 5c24622 
d_shift_reg est 32c2dfaa 
d_shift_reg est 1e56efce 
d_shift_reg est 637d4ea4 
d_shift_reg est 4cd40394 
d_shift_reg est 212c75e6 
d_shift_reg est 3b40b76e 
d_shift_reg est 334221ae 
d_shift_reg est 4363a56e 
d_shift_reg est 32a906ca 
d_shift_reg est 3ce42b6c 
d_shift_reg est 6925b176 
d_shift_reg est 232bf6c6 
d_shift_reg est 1a1c725a 
d_shift_reg est fb7c7ac 
d_shift_reg est 74a6a374 
d_shift_reg est 362516bc 
d_shift_reg est 141d7168 
d_shift_reg est 1a17b556 
d_shift_reg est 25481922 
d_shift_reg est 5d82b672 
d_shift_reg est 656b4416 
d_shift_reg est 152996d4 
d_shift_reg est 7687f2bc 
d_shift_reg est 58bdfe30 
d_shift_reg est 7766268e 
d_shift_reg est 24894734 
d_shift_reg est 78479e4c 
d_shift_reg est 6c29540e 
d_shift_reg est ba91b72 
d_shift_reg est 5f8fea32 
d_shift_reg est 1c563eac 
d_shift_reg est 3440c220 
d_shift_reg est 6ecb18f4 
d_shift_reg est 264e6f5e 
d_shift_reg est 742ff4ae 
d_shift_reg est 1acbecc 
d_shift_reg est 4cff5316 
d_shift_reg est f858550 
d_shift_reg est 55dae9d8 
d_shift_reg est 5024fd20 
d_shift_reg est 2cf64c54 
d_shift_reg est 4d9699ce 
d_shift_reg est 27d0164a 
d_shift_reg est 15118536 
d_shift_reg est 3844cd4a 
d_shift_reg est 6773af5e 
d_shift_reg est 662125f2 
d_shift_reg est 297563d0 
d_shift_reg est 773e2f0c 
d_shift_reg est 3b87cee4 
d_shift_reg est 2d7953b2 
d_shift_reg est 3525caba 
d_shift_reg est 7b3346e 
d_shift_reg est 7b54ed52 
d_shift_reg est 6f2e9b70 
d_shift_reg est 225a28c8 
d_shift_reg est 298f2500 
d_shift_reg est 642c0a0 
d_shift_reg est 642a814 
d_shift_reg est 12842616 
d_shift_reg est 39369498 
d_shift_reg est 718703b8 
d_shift_reg est 33747d4e 
d_shift_reg est 5d8d3b54 
d_shift_reg est 6e9ab694 
d_shift_reg est 19adf6fe 
d_shift_reg est 4f774bbe 
d_shift_reg est 77736d7a 
d_shift_reg est 645e4afe 
d_shift_reg est 9b764a6 
d_shift_reg est 32aceeb6 
d_shift_reg est 163194d8 
d_shift_reg est 4248356 
d_shift_reg est 656f9ffa 
d_shift_reg est 7f854aa0 
d_shift_reg est 3c7a9488 
d_shift_reg est 6f5449f6 
d_shift_reg est 5a56919e 
d_shift_reg est 57f0d1e0 
d_shift_reg est 59fa7144 
d_shift_reg est 228daa18 
d_shift_reg est 65b04df0 
d_shift_reg est 62edd960 
d_shift_reg est 7ad596ba 
d_shift_reg est 1765e8c4 
d_shift_reg est 6d026830 
d_shift_reg est 43e948fa 
d_shift_reg est 12eff6 
d_shift_reg est 35d3333e 
d_shift_reg est 33eaebba 
d_shift_reg est 1b367a52 
d_shift_reg est 1abfabe8 
d_shift_reg est 3c336dfc 
d_shift_reg est 3abb40ec 
d_shift_reg est 2a5aaaaa 
d_shift_reg est 849458 
d_shift_reg est 11ac3a10 
d_shift_reg est 27f4c830 
d_shift_reg est 2d679256 
d_shift_reg est 3b94ea66 
d_shift_reg est 5e2c3236 
d_shift_reg est 349f91da 
d_shift_reg est 2774d724 
d_shift_reg est 314b21aa 
d_shift_reg est 3d0d3fc6 
d_shift_reg est 4e919eb0 
d_shift_reg est 3e5265a0 
d_shift_reg est 600b536a 
d_shift_reg est 65e2063e 
d_shift_reg est 721d72ac 
d_shift_reg est 66b8e99a 
d_shift_reg est 776987ba 
